"Site","Species","Abundance"
45,"Guatteria.dumetorum",1
46,"Guatteria.dumetorum",1
48,"Guatteria.dumetorum",2
49,"Guatteria.dumetorum",7
50,"Guatteria.dumetorum",4
4,"Guazuma.ulmifolia",1
13,"Guazuma.ulmifolia",2
14,"Guazuma.ulmifolia",1
15,"Guazuma.ulmifolia",1
16,"Guazuma.ulmifolia",1
18,"Guazuma.ulmifolia",1
19,"Guazuma.ulmifolia",1
20,"Guazuma.ulmifolia",2
23,"Guazuma.ulmifolia",1
24,"Guazuma.ulmifolia",1
25,"Guazuma.ulmifolia",2
27,"Guazuma.ulmifolia",2
28,"Guazuma.ulmifolia",1
29,"Guazuma.ulmifolia",1
30,"Guazuma.ulmifolia",2
34,"Guazuma.ulmifolia",5
35,"Guazuma.ulmifolia",5
36,"Guazuma.ulmifolia",2
39,"Guazuma.ulmifolia",2
41,"Guazuma.ulmifolia",1
43,"Guazuma.ulmifolia",1
48,"Guazuma.ulmifolia",1
49,"Guazuma.ulmifolia",1
1,"Guettarda.foliacea",1
2,"Guettarda.foliacea",5
3,"Guettarda.foliacea",1
4,"Guettarda.foliacea",2
5,"Guettarda.foliacea",1
8,"Guettarda.foliacea",4
9,"Guettarda.foliacea",1
10,"Guettarda.foliacea",3
11,"Guettarda.foliacea",1
13,"Guettarda.foliacea",2
15,"Guettarda.foliacea",4
17,"Guettarda.foliacea",1
18,"Guettarda.foliacea",2
19,"Guettarda.foliacea",1
20,"Guettarda.foliacea",4
24,"Guettarda.foliacea",3
25,"Guettarda.foliacea",3
28,"Guettarda.foliacea",1
30,"Guettarda.foliacea",6
31,"Guettarda.foliacea",1
32,"Guettarda.foliacea",2
34,"Guettarda.foliacea",3
35,"Guettarda.foliacea",7
36,"Guettarda.foliacea",2
38,"Guettarda.foliacea",2
39,"Guettarda.foliacea",2
40,"Guettarda.foliacea",3
41,"Guettarda.foliacea",1
42,"Guettarda.foliacea",2
43,"Guettarda.foliacea",1
44,"Guettarda.foliacea",2
46,"Guettarda.foliacea",1
47,"Guettarda.foliacea",4
48,"Guettarda.foliacea",3
49,"Guettarda.foliacea",1
50,"Guettarda.foliacea",2
1,"Gustavia.superba",10
2,"Gustavia.superba",5
4,"Gustavia.superba",1
5,"Gustavia.superba",3
6,"Gustavia.superba",1
7,"Gustavia.superba",8
8,"Gustavia.superba",4
9,"Gustavia.superba",4
10,"Gustavia.superba",4
11,"Gustavia.superba",2
12,"Gustavia.superba",3
13,"Gustavia.superba",10
14,"Gustavia.superba",4
15,"Gustavia.superba",4
16,"Gustavia.superba",10
17,"Gustavia.superba",7
18,"Gustavia.superba",3
19,"Gustavia.superba",6
20,"Gustavia.superba",4
21,"Gustavia.superba",6
22,"Gustavia.superba",9
23,"Gustavia.superba",3
24,"Gustavia.superba",4
25,"Gustavia.superba",14
26,"Gustavia.superba",8
27,"Gustavia.superba",3
28,"Gustavia.superba",8
29,"Gustavia.superba",6
30,"Gustavia.superba",23
31,"Gustavia.superba",2
32,"Gustavia.superba",8
33,"Gustavia.superba",6
34,"Gustavia.superba",25
35,"Gustavia.superba",247
36,"Gustavia.superba",1
37,"Gustavia.superba",1
38,"Gustavia.superba",11
39,"Gustavia.superba",22
40,"Gustavia.superba",63
41,"Gustavia.superba",6
42,"Gustavia.superba",4
43,"Gustavia.superba",1
44,"Gustavia.superba",17
45,"Gustavia.superba",2
46,"Gustavia.superba",11
47,"Gustavia.superba",11
48,"Gustavia.superba",4
49,"Gustavia.superba",15
50,"Gustavia.superba",10
3,"Hampea.appendiculata",1
9,"Hampea.appendiculata",2
10,"Hampea.appendiculata",1
12,"Hampea.appendiculata",1
24,"Hampea.appendiculata",1
25,"Hampea.appendiculata",1
29,"Hampea.appendiculata",1
36,"Hampea.appendiculata",1
37,"Hampea.appendiculata",1
40,"Hampea.appendiculata",1
42,"Hampea.appendiculata",1
45,"Hampea.appendiculata",1
1,"Hasseltia.floribunda",5
2,"Hasseltia.floribunda",9
3,"Hasseltia.floribunda",4
4,"Hasseltia.floribunda",11
5,"Hasseltia.floribunda",9
6,"Hasseltia.floribunda",2
7,"Hasseltia.floribunda",7
8,"Hasseltia.floribunda",6
9,"Hasseltia.floribunda",3
10,"Hasseltia.floribunda",4
11,"Hasseltia.floribunda",5
13,"Hasseltia.floribunda",1
14,"Hasseltia.floribunda",4
15,"Hasseltia.floribunda",20
16,"Hasseltia.floribunda",7
17,"Hasseltia.floribunda",1
18,"Hasseltia.floribunda",2
19,"Hasseltia.floribunda",3
20,"Hasseltia.floribunda",6
21,"Hasseltia.floribunda",3
22,"Hasseltia.floribunda",5
23,"Hasseltia.floribunda",6
24,"Hasseltia.floribunda",5
25,"Hasseltia.floribunda",3
26,"Hasseltia.floribunda",7
27,"Hasseltia.floribunda",1
28,"Hasseltia.floribunda",3
29,"Hasseltia.floribunda",1
30,"Hasseltia.floribunda",10
31,"Hasseltia.floribunda",2
32,"Hasseltia.floribunda",7
33,"Hasseltia.floribunda",4
34,"Hasseltia.floribunda",1
35,"Hasseltia.floribunda",7
36,"Hasseltia.floribunda",1
37,"Hasseltia.floribunda",3
38,"Hasseltia.floribunda",2
39,"Hasseltia.floribunda",2
40,"Hasseltia.floribunda",3
41,"Hasseltia.floribunda",1
42,"Hasseltia.floribunda",4
43,"Hasseltia.floribunda",6
44,"Hasseltia.floribunda",6
45,"Hasseltia.floribunda",1
47,"Hasseltia.floribunda",1
48,"Hasseltia.floribunda",2
49,"Hasseltia.floribunda",7
50,"Hasseltia.floribunda",16
5,"Heisteria.acuminata",1
6,"Heisteria.acuminata",1
14,"Heisteria.acuminata",1
21,"Heisteria.acuminata",1
26,"Heisteria.acuminata",1
36,"Heisteria.acuminata",1
41,"Heisteria.acuminata",1
1,"Heisteria.concinna",4
2,"Heisteria.concinna",5
3,"Heisteria.concinna",4
4,"Heisteria.concinna",6
5,"Heisteria.concinna",4
6,"Heisteria.concinna",8
7,"Heisteria.concinna",2
8,"Heisteria.concinna",5
9,"Heisteria.concinna",1
10,"Heisteria.concinna",5
11,"Heisteria.concinna",5
12,"Heisteria.concinna",12
13,"Heisteria.concinna",4
15,"Heisteria.concinna",3
16,"Heisteria.concinna",2
17,"Heisteria.concinna",13
18,"Heisteria.concinna",8
19,"Heisteria.concinna",7
20,"Heisteria.concinna",1
21,"Heisteria.concinna",1
22,"Heisteria.concinna",9
23,"Heisteria.concinna",5
24,"Heisteria.concinna",7
25,"Heisteria.concinna",3
26,"Heisteria.concinna",4
27,"Heisteria.concinna",1
28,"Heisteria.concinna",4
29,"Heisteria.concinna",5
31,"Heisteria.concinna",6
32,"Heisteria.concinna",6
33,"Heisteria.concinna",5
34,"Heisteria.concinna",4
35,"Heisteria.concinna",2
36,"Heisteria.concinna",4
37,"Heisteria.concinna",6
38,"Heisteria.concinna",15
39,"Heisteria.concinna",12
40,"Heisteria.concinna",3
41,"Heisteria.concinna",6
42,"Heisteria.concinna",4
43,"Heisteria.concinna",10
44,"Heisteria.concinna",6
45,"Heisteria.concinna",18
46,"Heisteria.concinna",15
47,"Heisteria.concinna",6
48,"Heisteria.concinna",3
49,"Heisteria.concinna",8
50,"Heisteria.concinna",11
24,"Hirtella.americana",1
46,"Hirtella.americana",4
1,"Hirtella.triandra",21
2,"Hirtella.triandra",14
3,"Hirtella.triandra",5
4,"Hirtella.triandra",4
5,"Hirtella.triandra",6
6,"Hirtella.triandra",6
7,"Hirtella.triandra",7
8,"Hirtella.triandra",14
9,"Hirtella.triandra",8
10,"Hirtella.triandra",7
11,"Hirtella.triandra",12
12,"Hirtella.triandra",6
13,"Hirtella.triandra",11
14,"Hirtella.triandra",13
15,"Hirtella.triandra",4
16,"Hirtella.triandra",4
17,"Hirtella.triandra",4
18,"Hirtella.triandra",12
19,"Hirtella.triandra",24
20,"Hirtella.triandra",12
21,"Hirtella.triandra",17
22,"Hirtella.triandra",6
23,"Hirtella.triandra",10
24,"Hirtella.triandra",15
25,"Hirtella.triandra",26
26,"Hirtella.triandra",24
27,"Hirtella.triandra",8
28,"Hirtella.triandra",9
29,"Hirtella.triandra",7
30,"Hirtella.triandra",3
31,"Hirtella.triandra",14
32,"Hirtella.triandra",8
33,"Hirtella.triandra",9
34,"Hirtella.triandra",4
35,"Hirtella.triandra",1
36,"Hirtella.triandra",24
37,"Hirtella.triandra",7
38,"Hirtella.triandra",3
39,"Hirtella.triandra",3
40,"Hirtella.triandra",7
41,"Hirtella.triandra",31
42,"Hirtella.triandra",18
43,"Hirtella.triandra",23
44,"Hirtella.triandra",18
45,"Hirtella.triandra",26
46,"Hirtella.triandra",22
47,"Hirtella.triandra",33
48,"Hirtella.triandra",41
49,"Hirtella.triandra",43
50,"Hirtella.triandra",27
6,"Hura.crepitans",2
7,"Hura.crepitans",1
8,"Hura.crepitans",1
12,"Hura.crepitans",2
13,"Hura.crepitans",1
16,"Hura.crepitans",3
22,"Hura.crepitans",2
23,"Hura.crepitans",5
26,"Hura.crepitans",4
27,"Hura.crepitans",2
28,"Hura.crepitans",2
29,"Hura.crepitans",5
30,"Hura.crepitans",1
31,"Hura.crepitans",3
32,"Hura.crepitans",7
33,"Hura.crepitans",2
34,"Hura.crepitans",5
36,"Hura.crepitans",2
37,"Hura.crepitans",3
38,"Hura.crepitans",2
39,"Hura.crepitans",2
40,"Hura.crepitans",3
41,"Hura.crepitans",2
42,"Hura.crepitans",3
43,"Hura.crepitans",1
44,"Hura.crepitans",6
45,"Hura.crepitans",7
46,"Hura.crepitans",5
47,"Hura.crepitans",7
48,"Hura.crepitans",7
49,"Hura.crepitans",1
50,"Hura.crepitans",2
2,"Hieronyma.alchorneoides",2
9,"Hieronyma.alchorneoides",1
13,"Hieronyma.alchorneoides",1
14,"Hieronyma.alchorneoides",2
18,"Hieronyma.alchorneoides",2
19,"Hieronyma.alchorneoides",1
20,"Hieronyma.alchorneoides",3
21,"Hieronyma.alchorneoides",1
22,"Hieronyma.alchorneoides",1
23,"Hieronyma.alchorneoides",5
25,"Hieronyma.alchorneoides",2
26,"Hieronyma.alchorneoides",1
28,"Hieronyma.alchorneoides",2
29,"Hieronyma.alchorneoides",1
31,"Hieronyma.alchorneoides",1
35,"Hieronyma.alchorneoides",3
36,"Hieronyma.alchorneoides",1
37,"Hieronyma.alchorneoides",3
38,"Hieronyma.alchorneoides",1
40,"Hieronyma.alchorneoides",1
41,"Hieronyma.alchorneoides",2
42,"Hieronyma.alchorneoides",1
47,"Hieronyma.alchorneoides",2
49,"Hieronyma.alchorneoides",1
16,"Inga.acuminata",7
17,"Inga.acuminata",2
22,"Inga.acuminata",1
26,"Inga.acuminata",2
28,"Inga.acuminata",1
37,"Inga.acuminata",3
41,"Inga.acuminata",1
42,"Inga.acuminata",2
43,"Inga.acuminata",3
47,"Inga.acuminata",3
48,"Inga.acuminata",1
1,"Inga.cocleensis",2
2,"Inga.cocleensis",4
3,"Inga.cocleensis",4
4,"Inga.cocleensis",6
7,"Inga.cocleensis",1
8,"Inga.cocleensis",6
9,"Inga.cocleensis",4
10,"Inga.cocleensis",5
13,"Inga.cocleensis",2
14,"Inga.cocleensis",3
15,"Inga.cocleensis",2
17,"Inga.cocleensis",2
18,"Inga.cocleensis",1
19,"Inga.cocleensis",2
20,"Inga.cocleensis",2
22,"Inga.cocleensis",3
23,"Inga.cocleensis",1
46,"Inga.cocleensis",2
3,"Inga.goldmanii",1
5,"Inga.goldmanii",2
6,"Inga.goldmanii",1
8,"Inga.goldmanii",1
9,"Inga.goldmanii",1
10,"Inga.goldmanii",2
11,"Inga.goldmanii",1
13,"Inga.goldmanii",1
14,"Inga.goldmanii",1
15,"Inga.goldmanii",2
17,"Inga.goldmanii",1
18,"Inga.goldmanii",2
20,"Inga.goldmanii",3
22,"Inga.goldmanii",2
23,"Inga.goldmanii",6
24,"Inga.goldmanii",1
26,"Inga.goldmanii",1
27,"Inga.goldmanii",2
28,"Inga.goldmanii",2
30,"Inga.goldmanii",1
32,"Inga.goldmanii",1
33,"Inga.goldmanii",2
34,"Inga.goldmanii",1
36,"Inga.goldmanii",2
37,"Inga.goldmanii",2
40,"Inga.goldmanii",1
41,"Inga.goldmanii",1
44,"Inga.goldmanii",1
46,"Inga.goldmanii",1
47,"Inga.goldmanii",1
48,"Inga.goldmanii",1
49,"Inga.goldmanii",1
5,"Inga.laurina",1
12,"Inga.laurina",1
13,"Inga.laurina",1
19,"Inga.laurina",1
21,"Inga.laurina",1
30,"Inga.laurina",1
46,"Inga.laurina",3
47,"Inga.laurina",1
3,"Inga.semialata",2
4,"Inga.semialata",4
8,"Inga.semialata",4
9,"Inga.semialata",1
10,"Inga.semialata",1
11,"Inga.semialata",2
12,"Inga.semialata",1
14,"Inga.semialata",1
15,"Inga.semialata",8
16,"Inga.semialata",6
18,"Inga.semialata",1
20,"Inga.semialata",9
21,"Inga.semialata",1
22,"Inga.semialata",2
24,"Inga.semialata",2
25,"Inga.semialata",1
26,"Inga.semialata",2
27,"Inga.semialata",1
28,"Inga.semialata",2
29,"Inga.semialata",1
30,"Inga.semialata",1
31,"Inga.semialata",1
32,"Inga.semialata",1
35,"Inga.semialata",1
36,"Inga.semialata",3
37,"Inga.semialata",2
38,"Inga.semialata",3
39,"Inga.semialata",4
40,"Inga.semialata",7
41,"Inga.semialata",3
42,"Inga.semialata",7
44,"Inga.semialata",1
45,"Inga.semialata",3
46,"Inga.semialata",1
47,"Inga.semialata",1
48,"Inga.semialata",4
49,"Inga.semialata",3
3,"Inga.nobilis",1
4,"Inga.nobilis",3
5,"Inga.nobilis",1
7,"Inga.nobilis",2
8,"Inga.nobilis",2
9,"Inga.nobilis",2
10,"Inga.nobilis",3
15,"Inga.nobilis",5
17,"Inga.nobilis",1
18,"Inga.nobilis",1
20,"Inga.nobilis",2
21,"Inga.nobilis",1
24,"Inga.nobilis",1
26,"Inga.nobilis",2
27,"Inga.nobilis",2
28,"Inga.nobilis",1
30,"Inga.nobilis",1
32,"Inga.nobilis",2
34,"Inga.nobilis",2
38,"Inga.nobilis",1
39,"Inga.nobilis",1
40,"Inga.nobilis",1
41,"Inga.nobilis",2
42,"Inga.nobilis",3
43,"Inga.nobilis",6
44,"Inga.nobilis",2
45,"Inga.nobilis",2
46,"Inga.nobilis",2
47,"Inga.nobilis",3
48,"Inga.nobilis",3
49,"Inga.nobilis",2
50,"Inga.nobilis",4
21,"Inga.oerstediana",1
29,"Inga.oerstediana",1
40,"Inga.pezizifera",3
43,"Inga.pezizifera",2
44,"Inga.pezizifera",5
45,"Inga.pezizifera",3
47,"Inga.pezizifera",3
49,"Inga.pezizifera",1
50,"Inga.pezizifera",3
1,"Inga.punctata",3
20,"Inga.punctata",1
21,"Inga.punctata",1
27,"Inga.punctata",1
34,"Inga.punctata",1
35,"Inga.punctata",1
41,"Inga.punctata",1
50,"Inga.punctata",1
18,"Inga.ruiziana",3
21,"Inga.ruiziana",1
50,"Inga.ruiziana",1
1,"Inga.sapindoides",2
3,"Inga.sapindoides",3
4,"Inga.sapindoides",2
5,"Inga.sapindoides",5
8,"Inga.sapindoides",1
9,"Inga.sapindoides",1
12,"Inga.sapindoides",2
14,"Inga.sapindoides",4
15,"Inga.sapindoides",1
17,"Inga.sapindoides",1
18,"Inga.sapindoides",1
19,"Inga.sapindoides",3
20,"Inga.sapindoides",1
21,"Inga.sapindoides",1
22,"Inga.sapindoides",2
24,"Inga.sapindoides",4
25,"Inga.sapindoides",2
27,"Inga.sapindoides",1
28,"Inga.sapindoides",4
30,"Inga.sapindoides",2
31,"Inga.sapindoides",2
32,"Inga.sapindoides",2
33,"Inga.sapindoides",1
34,"Inga.sapindoides",3
35,"Inga.sapindoides",2
36,"Inga.sapindoides",2
37,"Inga.sapindoides",3
38,"Inga.sapindoides",1
40,"Inga.sapindoides",1
41,"Inga.sapindoides",2
42,"Inga.sapindoides",3
43,"Inga.sapindoides",1
44,"Inga.sapindoides",1
46,"Inga.sapindoides",1
47,"Inga.sapindoides",1
48,"Inga.sapindoides",3
49,"Inga.sapindoides",2
50,"Inga.sapindoides",2
2,"Inga.spectabilis",2
4,"Inga.spectabilis",1
11,"Inga.spectabilis",1
14,"Inga.spectabilis",2
15,"Inga.spectabilis",1
17,"Inga.spectabilis",1
19,"Inga.spectabilis",1
20,"Inga.spectabilis",1
30,"Inga.spectabilis",1
41,"Inga.spectabilis",1
42,"Inga.spectabilis",1
44,"Inga.spectabilis",1
4,"Inga.umbellifera",1
8,"Inga.umbellifera",2
9,"Inga.umbellifera",2
10,"Inga.umbellifera",1
15,"Inga.umbellifera",1
19,"Inga.umbellifera",1
31,"Inga.umbellifera",1
33,"Inga.umbellifera",1
35,"Inga.umbellifera",1
36,"Inga.umbellifera",1
44,"Inga.umbellifera",1
47,"Inga.umbellifera",1
1,"Jacaranda.copaia",6
2,"Jacaranda.copaia",10
3,"Jacaranda.copaia",9
4,"Jacaranda.copaia",2
5,"Jacaranda.copaia",3
6,"Jacaranda.copaia",7
7,"Jacaranda.copaia",4
8,"Jacaranda.copaia",8
9,"Jacaranda.copaia",5
10,"Jacaranda.copaia",12
11,"Jacaranda.copaia",7
12,"Jacaranda.copaia",2
13,"Jacaranda.copaia",3
14,"Jacaranda.copaia",12
15,"Jacaranda.copaia",23
16,"Jacaranda.copaia",6
17,"Jacaranda.copaia",4
18,"Jacaranda.copaia",3
19,"Jacaranda.copaia",7
20,"Jacaranda.copaia",10
21,"Jacaranda.copaia",8
22,"Jacaranda.copaia",6
23,"Jacaranda.copaia",4
24,"Jacaranda.copaia",2
25,"Jacaranda.copaia",5
27,"Jacaranda.copaia",3
28,"Jacaranda.copaia",3
29,"Jacaranda.copaia",3
30,"Jacaranda.copaia",3
32,"Jacaranda.copaia",3
33,"Jacaranda.copaia",6
34,"Jacaranda.copaia",2
35,"Jacaranda.copaia",3
36,"Jacaranda.copaia",3
37,"Jacaranda.copaia",2
38,"Jacaranda.copaia",1
39,"Jacaranda.copaia",1
40,"Jacaranda.copaia",1
41,"Jacaranda.copaia",3
42,"Jacaranda.copaia",3
43,"Jacaranda.copaia",2
45,"Jacaranda.copaia",1
46,"Jacaranda.copaia",7
47,"Jacaranda.copaia",13
48,"Jacaranda.copaia",1
49,"Jacaranda.copaia",3
50,"Jacaranda.copaia",1
1,"Lacistema.aggregatum",1
4,"Lacistema.aggregatum",1
5,"Lacistema.aggregatum",1
6,"Lacistema.aggregatum",2
7,"Lacistema.aggregatum",1
10,"Lacistema.aggregatum",2
15,"Lacistema.aggregatum",1
16,"Lacistema.aggregatum",1
17,"Lacistema.aggregatum",2
19,"Lacistema.aggregatum",1
20,"Lacistema.aggregatum",1
22,"Lacistema.aggregatum",1
25,"Lacistema.aggregatum",2
26,"Lacistema.aggregatum",1
27,"Lacistema.aggregatum",1
28,"Lacistema.aggregatum",1
29,"Lacistema.aggregatum",1
32,"Lacistema.aggregatum",1
33,"Lacistema.aggregatum",2
35,"Lacistema.aggregatum",1
36,"Lacistema.aggregatum",1
39,"Lacistema.aggregatum",2
42,"Lacistema.aggregatum",3
45,"Lacistema.aggregatum",1
47,"Lacistema.aggregatum",1
1,"Lacmellea.panamensis",1
4,"Lacmellea.panamensis",2
5,"Lacmellea.panamensis",2
6,"Lacmellea.panamensis",1
7,"Lacmellea.panamensis",3
8,"Lacmellea.panamensis",2
12,"Lacmellea.panamensis",1
13,"Lacmellea.panamensis",1
14,"Lacmellea.panamensis",2
15,"Lacmellea.panamensis",1
17,"Lacmellea.panamensis",1
18,"Lacmellea.panamensis",3
19,"Lacmellea.panamensis",4
20,"Lacmellea.panamensis",1
21,"Lacmellea.panamensis",1
23,"Lacmellea.panamensis",2
25,"Lacmellea.panamensis",1
27,"Lacmellea.panamensis",1
29,"Lacmellea.panamensis",1
30,"Lacmellea.panamensis",2
33,"Lacmellea.panamensis",1
34,"Lacmellea.panamensis",1
35,"Lacmellea.panamensis",1
36,"Lacmellea.panamensis",1
38,"Lacmellea.panamensis",3
39,"Lacmellea.panamensis",1
40,"Lacmellea.panamensis",1
41,"Lacmellea.panamensis",1
42,"Lacmellea.panamensis",1
43,"Lacmellea.panamensis",1
46,"Lacmellea.panamensis",2
47,"Lacmellea.panamensis",2
48,"Lacmellea.panamensis",2
2,"Laetia.procera",1
3,"Laetia.procera",1
5,"Laetia.procera",1
8,"Laetia.procera",1
11,"Laetia.procera",1
12,"Laetia.procera",1
14,"Laetia.procera",1
17,"Laetia.procera",1
18,"Laetia.procera",2
19,"Laetia.procera",1
21,"Laetia.procera",1
2,"Laetia.thamnia",1
3,"Laetia.thamnia",1
8,"Laetia.thamnia",2
9,"Laetia.thamnia",1
10,"Laetia.thamnia",1
11,"Laetia.thamnia",1
13,"Laetia.thamnia",3
14,"Laetia.thamnia",3
15,"Laetia.thamnia",2
17,"Laetia.thamnia",1
19,"Laetia.thamnia",3
20,"Laetia.thamnia",2
23,"Laetia.thamnia",1
24,"Laetia.thamnia",2
25,"Laetia.thamnia",1
27,"Laetia.thamnia",1
36,"Laetia.thamnia",1
14,"Lafoensia.punicifolia",1
19,"Lafoensia.punicifolia",4
5,"Licania.hypoleuca",1
8,"Licania.hypoleuca",1
10,"Licania.hypoleuca",1
13,"Licania.hypoleuca",1
15,"Licania.hypoleuca",1
19,"Licania.hypoleuca",2
20,"Licania.hypoleuca",1
22,"Licania.hypoleuca",1
25,"Licania.hypoleuca",1
29,"Licania.hypoleuca",1
35,"Licania.hypoleuca",1
41,"Licania.hypoleuca",1
49,"Licania.hypoleuca",1
7,"Licania.platypus",1
11,"Licania.platypus",1
21,"Licania.platypus",1
23,"Licania.platypus",1
41,"Licania.platypus",1
47,"Licania.platypus",1
48,"Licania.platypus",2
49,"Licania.platypus",2
7,"Lindackeria.laurina",1
9,"Lindackeria.laurina",2
10,"Lindackeria.laurina",2
12,"Lindackeria.laurina",1
13,"Lindackeria.laurina",3
14,"Lindackeria.laurina",4
17,"Lindackeria.laurina",2
18,"Lindackeria.laurina",5
19,"Lindackeria.laurina",3
20,"Lindackeria.laurina",2
22,"Lindackeria.laurina",2
23,"Lindackeria.laurina",2
24,"Lindackeria.laurina",6
25,"Lindackeria.laurina",2
26,"Lindackeria.laurina",1
27,"Lindackeria.laurina",2
28,"Lindackeria.laurina",1
29,"Lindackeria.laurina",2
30,"Lindackeria.laurina",1
32,"Lindackeria.laurina",2
35,"Lindackeria.laurina",2
39,"Lindackeria.laurina",1
41,"Lindackeria.laurina",2
43,"Lindackeria.laurina",1
46,"Lindackeria.laurina",7
47,"Lindackeria.laurina",3
49,"Lindackeria.laurina",1
50,"Lindackeria.laurina",1
1,"Lonchocarpus.heptaphyllus",7
2,"Lonchocarpus.heptaphyllus",7
3,"Lonchocarpus.heptaphyllus",3
4,"Lonchocarpus.heptaphyllus",9
5,"Lonchocarpus.heptaphyllus",2
6,"Lonchocarpus.heptaphyllus",1
7,"Lonchocarpus.heptaphyllus",4
8,"Lonchocarpus.heptaphyllus",2
9,"Lonchocarpus.heptaphyllus",2
10,"Lonchocarpus.heptaphyllus",4
11,"Lonchocarpus.heptaphyllus",2
12,"Lonchocarpus.heptaphyllus",3
13,"Lonchocarpus.heptaphyllus",4
14,"Lonchocarpus.heptaphyllus",3
15,"Lonchocarpus.heptaphyllus",2
16,"Lonchocarpus.heptaphyllus",2
17,"Lonchocarpus.heptaphyllus",5
18,"Lonchocarpus.heptaphyllus",3
19,"Lonchocarpus.heptaphyllus",1
20,"Lonchocarpus.heptaphyllus",1
21,"Lonchocarpus.heptaphyllus",2
22,"Lonchocarpus.heptaphyllus",1
23,"Lonchocarpus.heptaphyllus",4
24,"Lonchocarpus.heptaphyllus",2
25,"Lonchocarpus.heptaphyllus",2
26,"Lonchocarpus.heptaphyllus",2
29,"Lonchocarpus.heptaphyllus",3
30,"Lonchocarpus.heptaphyllus",7
31,"Lonchocarpus.heptaphyllus",3
32,"Lonchocarpus.heptaphyllus",1
33,"Lonchocarpus.heptaphyllus",1
34,"Lonchocarpus.heptaphyllus",1
35,"Lonchocarpus.heptaphyllus",2
36,"Lonchocarpus.heptaphyllus",4
37,"Lonchocarpus.heptaphyllus",2
39,"Lonchocarpus.heptaphyllus",1
40,"Lonchocarpus.heptaphyllus",3
41,"Lonchocarpus.heptaphyllus",1
42,"Lonchocarpus.heptaphyllus",1
43,"Lonchocarpus.heptaphyllus",2
45,"Lonchocarpus.heptaphyllus",1
46,"Lonchocarpus.heptaphyllus",2
47,"Lonchocarpus.heptaphyllus",3
48,"Lonchocarpus.heptaphyllus",1
50,"Lonchocarpus.heptaphyllus",2
1,"Luehea.seemannii",1
5,"Luehea.seemannii",1
6,"Luehea.seemannii",1
7,"Luehea.seemannii",2
9,"Luehea.seemannii",1
11,"Luehea.seemannii",4
12,"Luehea.seemannii",1
13,"Luehea.seemannii",4
14,"Luehea.seemannii",1
16,"Luehea.seemannii",4
17,"Luehea.seemannii",1
18,"Luehea.seemannii",5
19,"Luehea.seemannii",4
21,"Luehea.seemannii",4
22,"Luehea.seemannii",2
23,"Luehea.seemannii",6
25,"Luehea.seemannii",2
26,"Luehea.seemannii",1
27,"Luehea.seemannii",3
28,"Luehea.seemannii",3
29,"Luehea.seemannii",1
30,"Luehea.seemannii",5
31,"Luehea.seemannii",2
32,"Luehea.seemannii",3
33,"Luehea.seemannii",4
34,"Luehea.seemannii",3
35,"Luehea.seemannii",6
36,"Luehea.seemannii",2
37,"Luehea.seemannii",2
38,"Luehea.seemannii",2
39,"Luehea.seemannii",2
40,"Luehea.seemannii",1
41,"Luehea.seemannii",2
42,"Luehea.seemannii",2
43,"Luehea.seemannii",1
44,"Luehea.seemannii",1
47,"Luehea.seemannii",1
48,"Luehea.seemannii",1
49,"Luehea.seemannii",1
26,"Macrocnemum.roseum",1
27,"Macrocnemum.roseum",1
32,"Macrocnemum.roseum",3
34,"Macrocnemum.roseum",2
35,"Macrocnemum.roseum",6
37,"Macrocnemum.roseum",2
40,"Macrocnemum.roseum",4
41,"Macrocnemum.roseum",1
43,"Macrocnemum.roseum",1
47,"Macrocnemum.roseum",2
48,"Macrocnemum.roseum",1
50,"Macrocnemum.roseum",1
1,"Maquira.guianensis.costaricana",4
2,"Maquira.guianensis.costaricana",3
3,"Maquira.guianensis.costaricana",7
4,"Maquira.guianensis.costaricana",7
5,"Maquira.guianensis.costaricana",10
6,"Maquira.guianensis.costaricana",4
7,"Maquira.guianensis.costaricana",3
8,"Maquira.guianensis.costaricana",4
9,"Maquira.guianensis.costaricana",7
10,"Maquira.guianensis.costaricana",3
11,"Maquira.guianensis.costaricana",6
12,"Maquira.guianensis.costaricana",3
13,"Maquira.guianensis.costaricana",2
15,"Maquira.guianensis.costaricana",4
16,"Maquira.guianensis.costaricana",4
17,"Maquira.guianensis.costaricana",2
19,"Maquira.guianensis.costaricana",1
20,"Maquira.guianensis.costaricana",2
21,"Maquira.guianensis.costaricana",5
22,"Maquira.guianensis.costaricana",2
23,"Maquira.guianensis.costaricana",2
24,"Maquira.guianensis.costaricana",5
25,"Maquira.guianensis.costaricana",4
26,"Maquira.guianensis.costaricana",7
27,"Maquira.guianensis.costaricana",3
28,"Maquira.guianensis.costaricana",2
29,"Maquira.guianensis.costaricana",2
30,"Maquira.guianensis.costaricana",2
31,"Maquira.guianensis.costaricana",4
32,"Maquira.guianensis.costaricana",3
33,"Maquira.guianensis.costaricana",3
34,"Maquira.guianensis.costaricana",3
35,"Maquira.guianensis.costaricana",1
36,"Maquira.guianensis.costaricana",5
38,"Maquira.guianensis.costaricana",3
39,"Maquira.guianensis.costaricana",1
41,"Maquira.guianensis.costaricana",2
42,"Maquira.guianensis.costaricana",4
43,"Maquira.guianensis.costaricana",4
44,"Maquira.guianensis.costaricana",5
45,"Maquira.guianensis.costaricana",7
47,"Maquira.guianensis.costaricana",1
